id,question,answer1
335,Cho em hỏi về thời gian thi bk1 với khoảng thời gian công bố kết quả đỗ bằng bk1 ạ? Kết quả có được công bố trước 10/8 không ạ?,Thời gian công bố kết quả điểm thi BK1 sẽ cùng lúc với biết điểm thi TN THPT em nhé.
336,Cho em hỏi là em từ TPHCM lên Hà Nội để tham dự kỳ thi kiểm tra tư duy của ĐHBK HN thì em có bị cách ly do COVID-19 không ạ? Nếu có thì nhà trường có cách xử lí như thế nào để thí sinh vẫn còn cơ hội dự thi không ạ? Em cảm ơn. ,"Chào em,
Theo quy định, nếu em từ vùng dịch đến ĐHBKHN để thi tư duy sẽ bị cách ly. Hiện nhà trường vẫn đang lên phương án tổ chức và sẽ thông tin lên fanpage fb.com/tsdhbk"
337,Thầy cô và ạn chị ban tuyển sinh tư vấn giúp em với,"Chào em,
Rất tiếc là hệ thống công bố điểm bài kiểm tra tư duy đã đóng lại. Nếu em cần xem lại điểm bài kiểm tra tư duy thì hãy email thông tin gồm: Họ tên và số CMND đến email tuyensinh@hust.edu.vn để nhờ tra cứu lại điểm bài kiểm tra tư duy nhé"
338,"Cho em hỏi là năm nay em muốn thi vào Bách Khoa bằng bài Kiểm tra tư duy, xét bằng tổ hợp khối Toán- Lý (Bài thi của Bộ) và KTTD của HUST thì có được không ạ ?","Chào em,
Năm nay trường ĐH Bách Khoa Hà Nội sẽ không xét tuyển kết hợp (Bài kiểm tra tư duy và môn thi TN THPT) như năm 2020 mà sẽ xét riêng. 
1/ Xét bằng kết quả Kỳ thi đánh giá tư duy, gồm: 
+ Phần bắt buộc, gồm Toán (trắc nghiệm, tự luận) và Đọc hiểu (trắc nghiệm), thời lượng dự kiến 120 phút
+ Phần tự chọn (trắc nghiệm), thời lượng dự kiến 60 phút, chọn 1 trong 3 phần:

Tự chọn 1: Lý – Hóa, đối với thí sinh đăng ký xét tuyển vào các ngành trừ ngành Ngôn ngữ Anh
Tự chọn 2: Hóa – Sinh, đối với thí sinh đăng ký xét tuyển các ngành thuộc khối Hóa – Thực phẩm – Sinh học – Môi trường
Tự chọn 3: Tiếng Anh, đối với thí sinh đăng ký xét tuyển các ngành Ngôn ngữ Anh, Kinh tế quản lý

Hoặc 2/ Xét tuyển dựa trên kết quả Kỳ thi tốt nghiệp THPT
Xét bằng các tổ hợp A00, A01, A02, B00, D01, D07, D26, D28 và D29 (có tính hệ số môn chính ở một số ngành và điểm cộng ưu tiên theo quy định của Bộ GDĐT). Trong đó, các tổ hợp A02 (Toán-Lý-Sinh), D26 (Toán-Lý-Đức), D28 (Toán-Lý-Nhật) và D29 (Toán-Lý-Pháp)
(Thí sinh có chứng chỉ tiếng Anh quốc tế IELTS (Academic) từ 5.0 hoặc tương đương trở lên có thể được quy đổi điểm tiếng Anh thay cho môn thi tiếng Anh để xét tuyển vào các ngành/chương trình đào tạo theo tổ hợp A01, D07, D01)"
339,"Cho em hỏi nếu làm bài kiểm tra tư duy thì bắt buộc phải chọn 1 trong 3 bài tự chọn (Lý-Hóa,...) ạ? Cấu trúc đề tự chọn như thế nào ạ?","Chào em, thí sinh bắt buộc phải lựa chọn 1 trong 3 phần
Phần tự chọn (trắc nghiệm), thời lượng dự kiến 60 phút, chọn 1 trong 3 tự chọn sau:

Tự chọn 1: Lý – Hóa, đối với thí sinh đăng ký xét tuyển vào các ngành trừ ngành Ngôn ngữ Anh
Tự chọn 2: Hóa – Sinh, đối với thí sinh đăng ký xét tuyển các ngành thuộc khối Hóa – Thực phẩm – Sinh học – Môi trường
Tự chọn 3: Tiếng Anh, đối với thí sinh đăng ký xét tuyển các ngành Ngôn ngữ Anh, Kinh tế quản lý

Cho đến hiện tại chưa có cấu trúc đề mẫu. Dự kiến phải đến 1 tháng trước khi diễn ra kỳ thi mới có thể công bố. 
Em có thể tham khảo trước những dạng bài thi ACT trên mạng để tìm hiểu trước.
 "
340,"Em có 2 thắc mắc ạ, mong sớm nhận được phản hồi từ nhà trường.
1) Học bạ của em các môn Toán Lý Hoá đều đạt điều kiện sơ tuyển, tuy nhiên em đang học lớp chuyên Nga của trường, nên là môn Ngoại ngữ trong học bạ của em là môn Tiếng Nga ạ (mặc dù điểm tổng kết tất cả các kì, cả 3 năm học 10 11 12 ở môn Nga của em đều trên 8 ạ).
Em muốn thi ngành Mi1 Toán Tin ạ, thì thi bằng tổ hợp A01 có được không ạ? Hay bắt buộc phải thi tổ hợp A00 ạ?
2) Với học bạ như vậy thì em muốn đăng kí thi tư duy vào tháng 4 tới ạ, nhà trường có thể cho em biết hồ sơ nộp vào danh sách thi tư duy cần chuẩn bị những gì được không ạ? Nếu thi A19 thì mình chỉ cần xét điểm 2 môn Toán Lý thôi đúng không ạ, hay là xét dựa theo các môn đăng kí A00/A01 của mình ạ?","1. Nếu học tiếng Nga ở thpt mà bạn thi tổ hợp A01 môn tiếng Anh sẽ thay bằng tiếng Nga của bạn. Ngành toán tin thi bằng tổ hợp A01 và A00 đều được. (Thay môn ngoại ngữ như mình đã nói). Bạn thi tổ hợp nào xét điều kiện sơ tuyển của tổ hợp đó. Và tất nhiên để thi được bạn cần trang bị kiến thức rồi.2. Bạn có thể tìm những câu hỏi về kiểm tra tư duy do thầy cô và các anh chị trả lời để tham khảo ở web này. Và tất nhiên để thi được cần trang bị kiến thức đầy đủ rồi. Còn về bài kiểm tra tư duy có vẻ bạn chưa tìm hiểu kĩ hoặc do bạn đọc của năm ngoái rồi. Tham khảo ở dưới về nội dung bài kiểm tra tư duy năm nay nhá.
Thí sinh dự thi Bài thi tổ hợp trong 180 phút, gồm 2 phần:

Phần bắt buộc, gồm Toán (trắc nghiệm, tự luận) và Đọc hiểu (trắc nghiệm), thời lượng dự kiến 120 phút
Phần tự chọn (trắc nghiệm), thời lượng dự kiến 60 phút, chọn 1 trong 3 phần:


Tự chọn 1: Lý – Hóa, đối với thí sinh đăng ký xét tuyển vào các ngành trừ ngành Ngôn ngữ Anh
Tự chọn 2: Hóa – Sinh, đối với thí sinh đăng ký xét tuyển các ngành thuộc khối Hóa – Thực phẩm – Sinh học – Môi trường
Tự chọn 3: Tiếng Anh, đối với thí sinh đăng ký xét tuyển các ngành Ngôn ngữ Anh, Kinh tế quản lý       3. Mình đọc nhiều thông tin những bạn hỏi và được thầy cô, anh chị khoá trước trả lời nên giải đáp giúp bạn, còn mình năm nay mới thi. Chúc bạn thi tốt.
"
341,Phần thi số 2 ( môn Lý-Hóa) thi dưới dạng bài đọc hay trắc nghiệm giống kì thi THPTQG ạ?,"Chào em,
Dưới dạng bài đọc kèm trả lời câu hỏi trắc nghiệm theo bài đọc đó.
Bài thi kiểm tra tư duy có dạng thức giống bài thi ACT quốc tế. Em có thể tự tìm hiểu thêm trên mạng nhé."
342,"Em thắc mắc là nếu em đăng ký thi tổ hợp K00 nhưng sau khi thi xong em thấy bài Khoa học tự nhiên em làm không tốt thì lúc đăng ký nguyện vọng, em có thể xét ngành có tổ hợp K02 (chỉ Toán với Anh) thì có được không ạ?","Chào em,
HOÀN TOÀN ĐƯỢC em nhé. Đó cũng là lý do mà nhiều bạn chọn thi cả 4 môn theo tổ hợp K00, để về sau lựa chọn tổ hợp mình muốn sao cho điểm số cao nhất (K01, K02, K00...)"
343,"Em làm hồ sơ để đăng ký thi đánh giá tư duy thì ở phần nơi sinh/hộ khẩu thường trú/địa chỉ liên lạc, nó hiện ở phần quận/huyện là ""quận Từ Liêm"" thay vì là quận Nam Từ Liêm và phường ""Mỹ Đình"" thay vì là phường Mỹ Đình 2. Cho em hỏi em nên ghi là ""Khác"" hay là giữ nguyên tên quận huyện cũ?","Chào em,
Em tạm thời chọn ""Khác"" trong lúc hệ thống cập nhật địa chỉ hành chính mới nhé."
344,"Thầy cho em hỏi, nếu muốn tìm lịch hoạt động đầu khóa của ngành IT1 và IT2 thì cần tìm ở đâu?","Chào em,
Trước tiên, thầy hướng dẫn em kỹ năng ""Tìm kiếm thông tin kể từ bây giờ, khi em bước chân vào giảng đường đại học""
Bước 1: Em cần xem ngành học của em ""IT1, IT2"" thuộc Viện nào? Xem tại trang TS.HUST.EDU.VN. Xem hướng dẫn tra cứu: https://ts.hust.edu.vn/asset/-/asset_publisher/ddNQG1HrIiqp/content/huong-dan-tra-cuu
Kết quả: Viện Công nghệ thông tin và truyền thông
Tiếp theo Bước 2: Tìm theo từ khóa ""facebook Viện công nghệ thông tin truyền thông - ĐHBKHN"" trên Facebook hoặc Google.
(Lưu ý: Thêm từ khóa ""facebook"" và ""ĐHBKHN"" để tìm đúng trường của mình, không là google cho mình sang trường khác!)
Và ta có kết quả: https://www.facebook.com/Vien.CNTT.TT
Hãy Thích/Follow để không bỏ sót bất kỳ thông tin hoạt động nào tại Viện của em.
Ngoài ra: Hỏi trên Group K64 là phương án bổ sung khi em không biết: https://www.facebook.com/groups/K64HUSTfamily
(Lưu ý: Đừng không biết nhiều quá, người trả lời trên Group K64 cũng không thích bị biến là công cụ tìm kiếm của em đâu, và như thế cũng nảy sinh sự ỷ lại của em. Hãy chủ động và tăng cường kỹ năng tìm kiếm, chắt lọc thông tin!)
Nếu em là sinh viên thi ĐHBKHN năm 2020, hãy join vào Group K65 nhéhttps://www.facebook.com/groups/K65.dhbkhn/
Trả lời từ thầy Lê Giang - P.Tuyển sinh"
345,Tôi muốn tìm hiểu về ngành công nghệ thông tin của Trường Đại học bách khoa Hà Nội. Cụ thể là các thông tin như: Học phí? Thời gian đào tạo? Chương trình đào tạo? Cơ hội việc làm?,"Trong lĩnh vực công nghệ thông tin của ĐHBK Hà Nội, quý phụ huynh có thể tìm hiểu tại: https://ts.hust.edu.vn/tin-tuc/thac-mac-ve-nganh-cong-nghe-thong-tin-it1-cntt-khoa-hoc-may-tinh-it2-cntt-ky-thuat-may-tinh
Trường ĐHBK Hà Nội có tổng cộng 9 mã xét tuyển ngành CNTT, gồm có:

(IT1) CNTT Khoa học máy tính
(IT2) CNTT Kỹ thuật máy tính
(IT-E6) Công nghệ thông tin Việt-Nhật
(IT-E7) Công nghệ thông tin Global ICT
(IT-E10) Chương trình tiên tiến Khoa học Dữ liệu và Trí tuệ nhân tạo (Data Science and AI)
(IT-EP) Hệ thống thông tin (Chương trình CNTT Việt - Pháp PFIEV)
(IT-LTU) Công nghệ thông tin - ĐH La Trobe (Úc)
(IT-VUW) Công nghệ thông tin - ĐH Victoria (New Zealand)
(IT-GINP) Hệ thống thông tin - ĐH Grenoble INP (Pháp)
"
346,Cho em hỏi năm nay nhà trường đã có hình thức tuyển sinh cho lớp tài năng chưa ạ,"Chào em,
Lớp tài năng sẽ được phỏng vấn xét hồ sơ vào thời điểm nhập học (khoảng trong vòng 1 tuần sau ngày nhập học, thời gian nhập học dự kiến là tháng 9/2022, chưa có ngày cụ thể)."
347,cho em hỏi là giờ có cách nào để được bổ sung xét tuyển tài năng không ạ,"Chào em,
Em hãy gửi mail toàn bộ thông tin của em và ảnh minh chứng giải thưởng, nguyện vọng ngành đào tạo mong muốn vào mail tuyensinh@hust.edu.vn để phòng tuyển sinh xem xét cân nhắc nhé.
Thông thường những trường hợp gửi lẻ, quá hạn sẽ không được chấp nhận, nên tỷ lệ để yêu cầu của em được duyệt là 50-50"
348,"những ngành nào đang có lớp tài năng vậy ạ?.
giải nhất học sinh giỏi quốc gia môn tin học và muốn được tham gia học tập ở lớp tài năng IT1 thì có được tuyển thẳng mà không phải thi tuyển không ạ?","Chào em,
Các ngành có lớp tài năng gồm có:

IT-TN: Tài năng Khoa học máy tính
ME-TN: Tài năng Hệ thống cơ điện tử thông minh và Rô bốt
ET-TN: Tài năng Điện tử Viễn thông
EE-TN: Tài năng Điều khiển và Tự động hóa

Em được giải Nhất quốc gia thì chỉ cần nộp hồ sơ xét vào thôi. Không phải thi tuyển (theo như năm 2022).
Thông tin về các lớp tài năng em sẽ biết vào ngay ngày nhập học K68 (Tháng 9/2023) nên hiện không công bố trên website ts.hust.edu.vn"
349,Lớp Tài năng khi nào sẽ tổ chức thi?,"Lớp Tài năng sẽ thi sau khi nhập học. Thi 2 môn: Toán, Lý với tất cả các chương trình
Và: Toán, Hóa với CTTT Kỹ thuật Hóa dược
Chi tiết các chương trình Tài năng em xem tại: https://ts.hust.edu.vn/chuong-trinh-elitech
Trả lời từ thầy Lê Giang - P.Tuyển sinh"
350,Các anh/chị cho em hỏi ngành hệ thống thông tin học phí như thế nào ạ,"Chào em, chương trình đào tạo chuẩn ""Hệ thống thông tin quản lý (MI2)"" có mức Học phí khoảng từ 17 đến 22 triệu đồng/ năm học em nhé"
351,Cho em xin thêm thông tin và review về ngành này được không ạ tại em thấy trên web trường không có thông tin gì ( ngành công nghệ thông tin Việt Pháp),"Chào em, thông tin ngành này em có thể xem ở đây:https://ts.hust.edu.vn/nganh-dao-tao/cong-nghe-thong-tin-viet-phap"
352,Cho em hỏi là Công nghệ thông tin và Cơ điện tử khác nhau hay giống nhau và khác nhau như thế nào ạ?,"Chào em,
Để so sánh giữa 2 ngành học rất khó. Giống như ta so sánh ""thịt bò"" và ""thịt lợn"" cái nào ngon hơn vậy!? Vì đó là tùy sở thích mỗi người
Các ngành học được xây dựng theo định hướng để người tốt nghiệp sau khi ra trường sẽ làm được công việc nào trong xã hội, do đó thầy chỉ có thể chỉ ra điểm khác và giống của 2 ngành này như sau.
1. GIỐNG:
- Cơ điện tử và Công nghệ thông tin đều là những ngành HOT trong thời điểm hiện tại và tương lai, thuộc nhóm kỹ thuật và công nghệ
- Cả 2 ngành này đều cần phải học tốt môn TOÁN (để có tư duy tốt), để thi vào Bách Khoa, Toán là môn chính; tiếp theo là Tiêng Anh nếu có thể, nếu bạn xác định làm việc trong những công ty nước ngoài hoặc muốn thăng tiến cao hơn
- Chương trình học đều có những môn Cơ bản là: Toán cao cấp, Triết học, Kinh tế chính trị, Tư tưởng HCM, Thi bơi, Giáo dục quốc phòng ...
- Số lượng Nam sinh đang chiếm đa số
2. KHÁC
- Cơ điện tử có những môn chuyên ngành khác hẳn CNTT. Điểm chuẩn đầu vào thấp hơn CNTT. Chi tiết em xem ở đây: https://ts.hust.edu.vn/nganh-dao-tao/ky-thuat-co-dien-tu
- CNTT có những môn chuyên ngành khác, định hướng sau tốt nghiệp là CV kỹ thuật hoặc CV lập trình... Điểm chuẩn đầu vào thuộc nhóm cao nhất tại ĐHBKHN. Chi tiết em xem ở đây: https://ts.hust.edu.vn/nganh-dao-tao/cntt-khoa-hoc-may-tinh"
353,"Cho mình hỏi hiện tại khoa quốc tế thực tế mỗi lớp có bao nhiêu sinh viên?
Ví dụ:

Lớp Khoa Học Máy Tính - ĐH Troy (Hoa Kỳ)
Lớp CNTT - ĐH La Trobe (Úc)
Lớp CNTT - ĐH Victoria (New Zealand)
","Chào bạn,
Hiện số lượng sinh viên theo học tại ngành CNTT các lớp học chương trình đào tạo quốc tế là đủ theo chỉ tiêu tuyển sinh năm 2019

Lớp Khoa Học Máy Tính - ĐH Troy (Hoa Kỳ): 40 sinh viên
Lớp CNTT - ĐH La Trobe (Úc): 70 sinh viên
Lớp CNTT - ĐH Victoria (New Zealand): 60 sinh viên
"
354,"
Em muốn hỏi 1 chút về học cao học tại trường mình, mong các thầy cô giải đáp. Em học ngành kỹ thuật điều khiển và tự động hóa tại trường ĐH kỹ thuật công nghiệp thái nguyên
Em muốn thi cao học tại trường mình theo ngành khoa học máy tính hoặc công nghệ thông tin.
Vậy em có đủ điều kiện là ngành liên quan được phép thi tuyên không ạ
","Chào em, 
Trước tiên em truy cập VÀO ĐÂY để xem chương trình học em muốn đăng ký học (Bằng cách click vào ""Chi tiết"")
Theo như câu hỏi, em muốn học Cao học Khoa học máy tính hoặc ngành Công nghệ thông tin. VD: Cao học Khoa học máy tính - Xem chi tiết chương trình
Ở mục 5.1. Về Văn bằng


Nếu em thuộc các đối tượng ngành C1, C2, C3: Khoa học máy tính; Kỹ thuật phần mềm; Hệ thống thông tin; Công nghệ thông tin; Kỹ thuật máy tính; Truyền thông và mạng, tin học, toán tin ứng dụng trường khác thì phải học Bổ sung kiến thức 9-15 tín chỉ như Mục 8.3 (bên dưới)
Nếu em thuộc các đối tượng ngành B2, B3: Kỹ thuật máy tính; Truyền thông và mạng, tin học, toán tin ứng dụng trường ĐHBKHN (4-4,5 năm) phải học Bổ sung kiến thức 6-9 tín chỉ như Mục 8.3 (bên dưới)
Các đối tượng ngành B1: Kỹ thuật máy tính; Truyền thông và mạng, tin học, toán tin ứng dụng trường ĐHBKHN (5 năm) phải học Bổ sung kiến thức 6 tín chỉ như Mục 8.3 (bên dưới)
Các đối tượng ngành A1, A2, A3: Không phải học Bổ sung kiến thức

Mục 8.3: Danh mục học phần bổ sung kiến thức

Vậy em đối chiếu xem ngành học đại học của mình thuộc danh sách trên hay không, thì mới có thể học lên Thạc sĩ Khoa học máy tính
Trường hợp của em là ngành kỹ thuật điều khiển và tự động hóa tại trường ĐH Kỹ thuật công nghiệp Thái Nguyên không thuộc BẤT KỲ ngành nào ở trên tức không thuộc ngành dọc đúng chuyên ngành thì em cần học Văn bằng 2 (Liên hệ Viện Đào tạo liên tục: http://dtlt.hust.edu.vn/ - Số 94-94A Lê Thanh Nghị, Bách Khoa, Q.Hai Bà Trưng, Hà Nội - Email: dtlt@hust.edu.vn - ĐT: 024-3869 3782).
Hoặc thầy thấy ngành đúng của em nên học lên là: Thạc sĩ Kỹ thuật Điều khiển và Tự động hóa
Trả lời từ thầy Lê Giang - P.Tuyển sinh"
355,"Thưa thầy cô,
Em là cựu sinh viên trường mình. Em từng học chương trình Kỹ thuật điều khiển và Tự động hóa - Hệ kỹ sư
Em có quan tâm đến chương trình đào tạo Thạc sĩ Khoa học máy tính
Em có đủ điều kiển để tham gia chương trình được không ạ
Chương trình đào tạo thạc sĩ CNTT
Em đọc trong chương trình đào tạo chỉ các bạn học ngành công nghệ thông tin mới được tham gia xét tuyển ạ. 
Em cảm ơn thầy cô ạ!","Rất tiếc em à,
Như trong chương trình đào tạo em đã xem, chỉ có các bạn học ngành Công nghệ thông tin (Mã xét tuyển có ""IT"") thì mới học lên được Thạc sĩ Khoa học máy tính.
Còn em hiện học chương trình Kỹ thuật điều khiển và Tự động hóa nên không thể thi tuyển, xét tuyển vào ngành học trên.
Nếu em vẫn muốn học Thạc sĩ Khoa học máy tính thì cần phải học thêm Văn bằng 2 liên quan Công nghệ thông tin rồi sau đó mới học lên thạc sĩ được nhé.
Liên hệ Viện đào tạo liên tục: http://dtlt.hust.edu.vn/
Trả lời từ thầy Lê Giang - P.Tuyển sinh"
356,Nếu điểm thi của em không đạt điểm xét tuyển ngành Công nghệ thông tin thì em có thể đăng ký học ngành nào mà đầu ra có thể làm các công việc liên quan đến Công nghệ thông tin ạ?,"Nếu không đỗ vào ngành Công nghệ thông tin, thì em có thể học các ngành như:

Điện Tử - Viễn Thông,
Toán Tin,
Kỹ thuật Y sinh,
Tự động hóa.

Hoặc em có thể đăng ký vào ngành mà bạn có mức độ yêu thích khác sau đó đăng ký học bằng hai ngành CNTT, hoặc học song bằng.
Trả lời từ TS. Phạm Mạnh Hùng - ĐTVT"
357,cho e hỏi cntt việt nhật có lấy khối d28 không ạ,"Có em nhé, 
Ngành Công nghệ thông tin Việt Nhật (IT-E6) xét tuyển 4 tổ hợp là: A00, A01, D28, A19
Em có thể xem chi tiết tại đây: https://ts.hust.edu.vn/nganh-dao-tao/cong-nghe-thong-tin-viet-nhat-chuong-trinh-tien-tien"
358,Em muốn hỏi là một năm học được đăng kí tối đa và tối thiểu bao nhiêu tín chỉ ạ?,"Em được đăng ký: 1 học kỳ chính tối đa 24 tín chỉ, 1 năm được tối đa 2 kỳ chính 1 kỳ hè, 1 kỳ tối đa được 8 tín chỉ. Vậy 1 năm tối đa được 56 tín chỉ
Còn số tín chỉ tối thiểu là 12 tín chỉ/1 kỳ
Sẽ có những tín chỉ tự nguyện và có những tín chỉ là bắt buộc. 
Ví dụ các môn Đại cương: Triết học Mác Lê, Thể dục (bắt buộc phải học Bơi), Toán cao cấp,... là bắt buộc
Các môn tùy chọn sẽ tùy vào ngành học em chọn.
Trả lời từ thầy Lê Giang - P.Tuyển sinh"
359,"Chào thầy cô,
Em muốn hỏi về việc đăng kí trải nghiệm và thủ tục đăng kí trải nghiệm ạ
Thật ra em đang có ý định đăng kí cho một trường THPT (trường cũ của em) nhưng không biết đăng kí cho trường thì có khác đăng kí cho cá nhân không ạ?
Và em thấy một mục là hoàn toàn miễn phí. Vậy cụ thể ở đây là miễn phí ở việc thăm quan trường, còn chi phí đi lại thì mình vẫn phải tự chi trả phải không ạ?","Chào em,
""Trải nghiệm đại học - định hướng tương lai"" là một hoạt động THƯỜNG NIÊN và MIỄN PHÍ dành cho các bạn khối THPT (Tức lớp 10, 11, 12) mong muốn tìm hiểu về trường ĐH Bách Khoa Hà Nội, các chương trình đào tạo của trường ĐHBKHN.
Em có thể đăng ký theo cá nhân, hoặc theo lớp, theo trường. Nếu đăng ký số lượng lớn theo trường thì em liên hệ Cô Phạm Hằng - 094 981 7299 để tiện xếp lịch và hội trường đón tiếp các em sao cho đầy đủ và chu đáo nhất nhé. Chi phí đi lại thường là TỰ TÚC, tuy nhiên em muốn hỗ trợ chi phí đi lại vì khó khăn nào đó thì liên hệ tới trường, để trường trao đổi với bên trường ĐHBKHN (qua cô Hằng) nha.
Cách thức đăng ký trải nghiệm năm 2020 rất đơn giản. Em chỉ cần điền thông tin theo mẫu này và kiểm tra trong mail có mail xác nhận là xong: http://bit.ly/trainghiem_bkhn_2020
P/S: Em có thể đi cùng bạn bè, người thân, phụ huynh của mình khi đến trải nghiệm nhé!"
360,"Em lần đầu tiên lên Hà Nội. Em ở Ninh Bình, em muốn hỏi đường đi đến Bách Khoa Hà Nội ạ?","Chào em,
Đầu tiên em hãy bắt xe lên Bến xe Giáp Bát, sau đó hỏi xe buýt từ bến xe Giáp Bát đến Cổng Parabol (Giải Phóng) Trường Đại học Bách Khoa Hà Nội.
Theo thông tin từ: http://timbus.vn/ 
Em hãy bắt chuyến xe buýt số 03A, 21A, 25, 32, 41 đều được nhé
1. Tuyến xe buýt số 03A BX Giáp Bát - BX Gia Lâm, Hà Nội2. Tuyến xe buýt số 21A BX Giáp Bát - BX Yên Nghĩa, Hà Nội3. Tuyến xe buýt số 25 BX Giáp Bát - Bệnh viện Nhiệt đới TW cơ sở 2, Hà Nội4. Tuyến xe buýt số 32 BX Giáp Bát - Nhổn, Hà Nội5. Tuyến xe buýt số 41 Nghi Tàm - BX Giáp Bát, Hà Nội
Khi lên xe em dặn bác tài cho em dừng tại Cổng giải phóng (Parabol) của trường ĐHBKHN để bác tài nhắc em cho đỡ quên nhé!
Thầy gửi em thêm thông tin:
NHỮNG TUYẾN XE BUS ĐI QUA BÁCH KHOA (Hãy Lưu lại nhé!)
? Cổng Giải phóng (Parabol):1. Tuyến xe buýt số 03A BX Giáp Bát - BX Gia Lâm, Hà Nội2. Tuyến xe buýt số 21A BX Giáp Bát - BX Yên Nghĩa, Hà Nội3. Tuyến xe buýt số 21B KĐT Pháp Vân- BX Mỹ Đình4. Tuyến xe buýt số 25 BX Giáp Bát - Bệnh viện Nhiệt đới TW cơ sở 2, Hà Nội5. Tuyến xe buýt số 26 Mai Động - SVĐ Mỹ Đình, Hà Nội6. Tuyến xe buýt số 32 BX Giáp Bát - Nhổn, Hà Nội7. Tuyến xe buýt số 41 Nghi Tàm - BX Giáp Bát, Hà Nội
? Cổng Đại Cồ Việt:9. Tuyến xe buýt số 35A Trần Khánh Dư - BX Nam Thăng Long, Hà Nội10. Tuyến xe buýt số 44 Trần Khánh Dư - BX Mỹ Đình, Hà Nội
? Đối diện Sân vận động Bách Khoa:11. Tuyến xe buýt số 08A Long Biên - Đông Mỹ, Hà Nội12. Tuyến xe buýt số 08B Long Biên - Vạn Phúc( Thanh Trì), Hà Nội13. Tuyến xe buýt số 31 Bách Khoa - ĐH Mỏ, Hà Nội14. Tuyến xe buýt số 26 Mai Động - SVĐ Mỹ Đình, Hà Nội
? Ký túc xá ĐH Bách khoa và khu vực xung quanh:15. Tuyến xe buýt số 18 ĐH Kinh tế Quốc dân - Đại học kinh tế Quốc dân16. Tuyến xe buýt số 23 Nguyễn Công Trứ - Nguyễn Công Trứ.17. Tuyến xe buýt số 47B Đại học Kinh tế Quốc dân - Kiêu Kỵ(Gia Lâm), Hà Nội
Update: Cổng Parapol còn có bus 28 bến xe Nước ngầm - ĐH Mỏ và đường Đại Cồ Việt còn có bus 51 Trần Khánh Dư - công viên Cầu Giấy
Trả lời từ thầy Lê Giang - P.Tuyển sinh"
361,"Thầy cho em hỏi, em là sinh viên đại học năm nhất có tham dự Sự kiện ""Trải nghiệm Đại học - Định hướng tương lai"" được không?
Sự kiện này dành cho những ai?","Chào em,
1/ Mục đích của Sự kiện Trải nghiệm Đại học - Định hướng tương lai:
- Nhằm tư vấn hướng nghiệp MIỄN PHÍ cho các bạn học sinh cuối cấp THPT
- Giới thiệu, hướng dẫn cho các bạn muốn tìm hiểu về Trường Đại học Bách Khoa Hà Nội
- Giới thiệu các ngành đào tạo của Trường Đại học Bách Khoa Hà Nội
2/ Đối tượng tham dự thích hợp
- Nếu em là học sinh cuối cấp THPT đang băn khoăn về lựa chọn ngành nghề phù hợp với mình; hoặc muốn tìm hiểu về Trường Đại học Bách Khoa Hà Nội thì đây là CƠ HỘI CÓ 1 KHÔNG 2. Em có thể đi cùng phụ huynh, người thân, bạn bè để có buổi trải nghiệm thật thú vị và nhiều cảm xúc
- Nếu em đang là sinh viên và đã từng biết đến Trường ĐH Bách Khoa Hà Nội thì em vẫn có thể tham gia với tư cách là Tình nguyện viên, hướng dẫn các bạn học sinh về Trường ĐHBKHN, các chương trình đào tạo của trường.
3/ Chuẩn bị gì khi đến tham dự?
- Đây là sự kiện MIỄN PHÍ nên em không cần phải chuẩn bị gì cả. Chỉ cần xem trước đường đi, chuẩn bị phương tiện để đến trường, gửi xe, tập trung tại thư viện và đi theo các anh chị tình nguyện viên tham quan nhé!
- À, một điều quan trọng nữa. Để được các thầy cô chuẩn bị chu đáo cho buổi trải nghiệm. Em hãy điền thông tin theo form đăng ký này trước khi đến tham dự nhé: http://bit.ly/trainghiem_bkhn_2020
(Link phụ: 
https://docs.google.com/forms/d/e/1FAIpQLSel1pZ23Sp-xD659az2RP16t_nqrx23nyuEF4u2f_DMDPv8sg/viewform )
Chúc các em sẽ có một ngày trải nghiệm thật ý nghĩa và đầy cảm xúc tại trường Đại học Bách Khoa Hà Nội.
Trả lời từ thầy Lê Giang - P.Tuyển sinh"
362,Thầy cô cho em hỏi lịch trình ngày trải nghiệm Colorful Life - Cuộc sống muôn màu (24.11.2019),"Chào em,
Chương trình ""Colorful Life - Cuộc sống muôn màu"" sẽ diễn ra từ 8h00 - 12h00 Chủ Nhật, ngày 24 tháng 11 năm 2019 tại trường Đại học Bách Khoa Hà Nội (Số 1, Đại Cồ Việt, Quận Hai Bà Trưng, Hà Nội)
Chi tiết lịch trình theo khung giờ như sau:

Trả lời từ thầy Lê Giang - P.Tuyển sinh"
363,Ở phần quy đổi điểm chứng chỉ IELTS của em khi em nhập điểm của em là 6.5 IELTS sao phần điểm quy đổi chỉ có 9.5 điểm thôi ạ. Theo như bảng quy đổi điểm chứng chỉ IELTS do trường cung cấp thì điểm bằng hoặc trên 6.5 được quy đổi thành 10 điểm Tiếng anh ạ,"Chào em,
Tuần sau, em hãy quay lại với hệ thống quy đổi điểm chứng chỉ ngoại ngữ nhé. "
